"subscription_id","customer_id","plan_id","status","billing_cycle","start_date","end_date","mrr_usd","discount_pct","trial_end_date","cancellation_reason","created_at"
1397,905,4,"active","monthly","2025-10-26",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1398,906,5,"active","monthly","2023-02-01",NULL,59.00,0.00,"2023-02-15",NULL,"2026-04-24 22:09:13.186774"
1399,907,5,"active","monthly","2023-08-02",NULL,59.00,0.00,"2023-08-16",NULL,"2026-04-24 22:09:13.186774"
1400,908,5,"expired","monthly","2024-01-28","2024-12-06",44.25,25.00,"2024-02-11","Budget cuts","2026-04-24 22:09:13.186774"
1401,908,4,"active","monthly","2024-12-06",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1402,909,4,"cancelled","annual","2024-07-10","2024-10-31",32.50,0.00,"2024-07-24","Too expensive","2026-04-24 22:09:13.186774"
1403,909,5,"cancelled","monthly","2024-10-31","2025-06-30",44.25,25.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1404,909,7,"cancelled","monthly","2025-06-30","2025-02-15",199.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1405,910,1,"cancelled","annual","2024-02-25","2025-09-08",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1406,911,4,"active","monthly","2023-05-01",NULL,39.00,0.00,"2023-05-15",NULL,"2026-04-24 22:09:13.186774"
1407,912,1,"active","monthly","2025-02-01",NULL,0.00,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1408,913,3,"cancelled","annual","2023-05-23","2023-12-31",15.83,0.00,"2023-06-06","Too expensive","2026-04-24 22:09:13.186774"
1409,913,1,"expired","monthly","2023-12-31","2024-03-05",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1410,913,5,"cancelled","monthly","2024-03-05","2023-07-28",59.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1411,914,1,"active","annual","2025-07-30",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1412,915,1,"cancelled","annual","2024-11-03","2025-05-12",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1413,916,1,"active","monthly","2023-01-10",NULL,0.00,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1414,917,6,"active","monthly","2023-05-11",NULL,99.00,0.00,"2023-05-25",NULL,"2026-04-24 22:09:13.186774"
1415,918,6,"expired","monthly","2023-11-25","2024-11-15",99.00,0.00,"2023-12-09","Budget cuts","2026-04-24 22:09:13.186774"
1416,918,4,"active","monthly","2024-11-15",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1417,919,3,"cancelled","annual","2023-10-22","2024-01-05",14.25,10.00,"2023-11-05","Too expensive","2026-04-24 22:09:13.186774"
1418,919,7,"cancelled","annual","2024-01-05","2024-09-23",165.83,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1419,919,6,"active","monthly","2024-09-23",NULL,79.20,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1420,920,1,"expired","monthly","2025-05-25","2025-09-25",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1421,920,5,"active","monthly","2025-09-25",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1422,921,1,"cancelled","monthly","2024-08-31","2025-07-24",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1423,921,3,"expired","monthly","2025-07-24","2025-09-29",19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1424,921,3,"active","monthly","2025-09-29",NULL,19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1425,922,1,"active","annual","2024-12-05",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1426,923,4,"active","monthly","2023-07-30",NULL,35.10,10.00,"2023-08-13",NULL,"2026-04-24 22:09:13.186774"
1427,924,1,"active","monthly","2023-09-18",NULL,0.00,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1428,925,1,"active","monthly","2024-05-02",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1429,926,1,"active","annual","2024-12-04",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1430,927,5,"cancelled","monthly","2023-06-05","2024-11-08",59.00,0.00,"2023-06-19","Company reorganization","2026-04-24 22:09:13.186774"
1431,928,5,"active","annual","2023-06-19",NULL,49.17,0.00,"2023-07-03",NULL,"2026-04-24 22:09:13.186774"
1432,929,1,"expired","monthly","2024-03-30","2025-03-19",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1433,929,5,"active","monthly","2025-03-19",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1434,930,1,"active","annual","2024-09-13",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1435,931,1,"active","monthly","2024-12-03",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1436,932,1,"active","annual","2023-09-19",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1437,933,4,"cancelled","monthly","2024-12-13","2025-08-29",39.00,0.00,"2024-12-27",NULL,"2026-04-24 22:09:13.186774"
1438,933,6,"expired","monthly","2025-08-29","2025-10-29",84.15,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1439,933,2,"active","monthly","2025-10-29",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1440,934,5,"cancelled","annual","2024-08-09","2025-05-07",49.17,0.00,"2024-08-23",NULL,"2026-04-24 22:09:13.186774"
1441,934,6,"active","annual","2025-05-07",NULL,61.88,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1442,935,4,"active","annual","2023-04-14",NULL,32.50,0.00,"2023-04-28",NULL,"2026-04-24 22:09:13.186774"
1443,936,1,"active","monthly","2023-06-25",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1444,937,1,"cancelled","monthly","2023-05-20","2023-11-19",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1445,937,2,"expired","monthly","2023-11-19","2024-10-23",12.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1446,937,1,"cancelled","monthly","2024-10-23","2025-06-03",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1447,938,4,"cancelled","monthly","2024-06-20","2025-04-18",31.20,20.00,"2024-07-04",NULL,"2026-04-24 22:09:13.186774"
1448,938,4,"active","monthly","2025-04-18",NULL,35.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1449,939,1,"active","annual","2025-03-04",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1450,940,2,"active","monthly","2023-07-29",NULL,12.00,0.00,"2023-08-12",NULL,"2026-04-24 22:09:13.186774"
1451,941,1,"active","annual","2023-02-11",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1452,942,6,"expired","annual","2024-06-05","2024-11-12",70.12,15.00,"2024-06-19","Budget cuts","2026-04-24 22:09:13.186774"
1453,942,3,"expired","annual","2024-11-12","2025-02-25",15.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1454,942,5,"active","monthly","2025-02-25",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1455,943,4,"expired","annual","2024-03-19","2024-06-29",27.62,15.00,"2024-04-02","Budget cuts","2026-04-24 22:09:13.186774"
1456,943,4,"active","monthly","2024-06-29",NULL,35.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1457,944,1,"cancelled","monthly","2023-08-14","2024-12-26",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1458,945,5,"active","annual","2024-05-09",NULL,49.17,0.00,"2024-05-23",NULL,"2026-04-24 22:09:13.186774"
1459,946,2,"cancelled","monthly","2024-11-14","2025-05-08",12.00,0.00,"2024-11-28","Budget cuts","2026-04-24 22:09:13.186774"
1460,946,5,"active","annual","2025-05-08",NULL,36.88,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1461,947,5,"expired","monthly","2023-11-04","2024-08-24",59.00,0.00,"2023-11-18","Missing features","2026-04-24 22:09:13.186774"
1462,947,5,"paused","annual","2024-08-24",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1463,948,4,"expired","monthly","2023-11-03","2024-01-20",35.10,10.00,"2023-11-17","Budget cuts","2026-04-24 22:09:13.186774"
1464,948,6,"cancelled","monthly","2024-01-20","2024-04-07",99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1465,949,5,"cancelled","annual","2024-01-15","2024-08-15",49.17,0.00,"2024-01-29","Too expensive","2026-04-24 22:09:13.186774"
1466,950,5,"expired","monthly","2024-05-19","2024-08-23",59.00,0.00,"2024-06-02","Company reorganization","2026-04-24 22:09:13.186774"
1467,950,4,"expired","monthly","2024-08-23","2025-04-19",35.10,10.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1468,950,4,"active","annual","2025-04-19",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1469,951,4,"cancelled","monthly","2023-03-31","2024-08-23",29.25,25.00,"2023-04-14",NULL,"2026-04-24 22:09:13.186774"
1470,952,5,"cancelled","monthly","2023-09-24","2024-04-19",59.00,0.00,"2023-10-08","Not using it","2026-04-24 22:09:13.186774"
1471,952,7,"cancelled","monthly","2024-04-19","2024-12-15",199.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1472,952,6,"cancelled","annual","2024-12-15","2025-06-17",70.12,15.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1473,953,6,"expired","annual","2023-08-29","2024-06-13",82.50,0.00,"2023-09-12","Missing features","2026-04-24 22:09:13.186774"
1474,953,7,"active","monthly","2024-06-13",NULL,199.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1475,954,1,"active","annual","2024-12-05",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1476,955,1,"cancelled","monthly","2024-01-08","2024-07-04",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1477,956,2,"cancelled","monthly","2024-12-25","2025-08-28",12.00,0.00,"2025-01-08","Budget cuts","2026-04-24 22:09:13.186774"
1478,956,2,"active","annual","2025-08-28",NULL,8.50,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1479,957,6,"cancelled","monthly","2025-01-08","2025-02-21",99.00,0.00,"2025-01-22","Budget cuts","2026-04-24 22:09:13.186774"
1480,958,5,"active","monthly","2024-02-05",NULL,59.00,0.00,"2024-02-19",NULL,"2026-04-24 22:09:13.186774"
1481,959,2,"cancelled","monthly","2023-12-07","2024-07-23",12.00,0.00,"2023-12-21","Switched competitor","2026-04-24 22:09:13.186774"
1482,959,4,"cancelled","monthly","2024-07-23","2025-04-07",39.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1483,960,6,"active","annual","2025-04-21",NULL,70.12,15.00,"2025-05-05",NULL,"2026-04-24 22:09:13.186774"
1484,961,2,"active","monthly","2024-11-08",NULL,9.60,20.00,"2024-11-22",NULL,"2026-04-24 22:09:13.186774"
1485,962,5,"cancelled","monthly","2023-01-22","2024-03-28",50.15,15.00,"2023-02-05","Not using it","2026-04-24 22:09:13.186774"
1486,963,4,"active","monthly","2025-05-23",NULL,39.00,0.00,"2025-06-06",NULL,"2026-04-24 22:09:13.186774"
1487,964,3,"active","monthly","2023-12-31",NULL,19.00,0.00,"2024-01-14",NULL,"2026-04-24 22:09:13.186774"
1488,965,4,"active","annual","2025-08-04",NULL,27.62,15.00,"2025-08-18",NULL,"2026-04-24 22:09:13.186774"
1489,966,1,"expired","annual","2023-03-10","2023-11-22",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1490,966,1,"active","annual","2023-11-22",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1491,967,1,"cancelled","annual","2024-11-11","2025-05-16",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1492,967,4,"cancelled","monthly","2025-05-16","2025-07-24",39.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1493,967,6,"active","monthly","2025-07-24",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1494,968,6,"cancelled","annual","2023-12-15","2024-03-29",82.50,0.00,"2023-12-29","Not using it","2026-04-24 22:09:13.186774"
1495,968,1,"expired","monthly","2024-03-29","2024-11-20",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1496,968,4,"cancelled","monthly","2024-11-20","2025-10-04",39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1497,969,5,"expired","annual","2025-04-15","2025-08-14",49.17,0.00,"2025-04-29","Not using it","2026-04-24 22:09:13.186774"
1498,969,4,"active","annual","2025-08-14",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1499,970,2,"cancelled","monthly","2023-05-07","2024-04-30",12.00,0.00,"2023-05-21",NULL,"2026-04-24 22:09:13.186774"
1500,971,1,"expired","monthly","2025-02-09","2025-09-01",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1501,971,2,"active","monthly","2025-09-01",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1502,972,5,"expired","monthly","2023-04-20","2023-11-16",59.00,0.00,"2023-05-04","Switched competitor","2026-04-24 22:09:13.186774"
1503,972,4,"expired","monthly","2023-11-16","2024-06-01",35.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1504,972,1,"active","monthly","2024-06-01",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1505,973,3,"active","annual","2025-09-07",NULL,15.83,0.00,"2025-09-21",NULL,"2026-04-24 22:09:13.186774"
1506,974,1,"active","monthly","2024-03-16",NULL,0.00,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1507,975,3,"active","monthly","2025-02-03",NULL,19.00,0.00,"2025-02-17",NULL,"2026-04-24 22:09:13.186774"
1508,976,2,"active","annual","2023-01-15",NULL,10.00,0.00,"2023-01-29",NULL,"2026-04-24 22:09:13.186774"
1509,977,2,"expired","monthly","2025-05-28","2025-08-11",12.00,0.00,"2025-06-11","Not using it","2026-04-24 22:09:13.186774"
1510,977,6,"active","monthly","2025-08-11",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1511,978,3,"cancelled","monthly","2023-05-25","2023-11-27",19.00,0.00,"2023-06-08",NULL,"2026-04-24 22:09:13.186774"
1512,978,4,"active","annual","2023-11-27",NULL,27.62,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1513,979,2,"cancelled","monthly","2023-10-04","2024-04-22",12.00,0.00,"2023-10-18","Not using it","2026-04-24 22:09:13.186774"
1514,980,2,"expired","monthly","2024-12-07","2025-07-10",10.80,10.00,"2024-12-21","Switched competitor","2026-04-24 22:09:13.186774"
1515,980,5,"cancelled","annual","2025-07-10","2025-09-18",49.17,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1516,981,4,"expired","monthly","2023-01-04","2023-11-09",39.00,0.00,"2023-01-18","Budget cuts","2026-04-24 22:09:13.186774"
1517,981,7,"cancelled","monthly","2023-11-09","2023-03-05",149.25,25.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1518,982,6,"active","monthly","2024-04-28",NULL,99.00,0.00,"2024-05-12",NULL,"2026-04-24 22:09:13.186774"
1519,983,4,"active","annual","2023-05-19",NULL,32.50,0.00,"2023-06-02",NULL,"2026-04-24 22:09:13.186774"
1520,984,4,"expired","monthly","2023-08-31","2023-11-05",39.00,0.00,"2023-09-14","Missing features","2026-04-24 22:09:13.186774"
1521,984,4,"active","annual","2023-11-05",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1522,985,2,"active","annual","2023-08-10",NULL,10.00,0.00,"2023-08-24",NULL,"2026-04-24 22:09:13.186774"
1523,986,1,"cancelled","monthly","2023-10-09","2024-01-22",0.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1524,986,3,"cancelled","monthly","2024-01-22","2025-08-07",19.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1525,987,3,"expired","monthly","2024-03-18","2024-12-24",19.00,0.00,"2024-04-01","Too expensive","2026-04-24 22:09:13.186774"
1526,987,2,"cancelled","monthly","2024-12-24","2024-06-05",12.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1527,988,1,"expired","monthly","2023-06-20","2024-03-10",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1528,988,4,"expired","annual","2024-03-10","2025-03-10",32.50,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1529,988,4,"active","annual","2025-03-10",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1530,989,3,"active","monthly","2023-08-08",NULL,16.15,15.00,"2023-08-22",NULL,"2026-04-24 22:09:13.186774"
1531,990,2,"cancelled","annual","2025-04-16","2025-10-08",9.00,10.00,"2025-04-30","Not using it","2026-04-24 22:09:13.186774"
1532,990,5,"cancelled","monthly","2025-10-08","2025-12-08",59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1533,990,6,"cancelled","annual","2025-12-08","2025-08-24",66.00,20.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1534,991,1,"cancelled","annual","2024-05-17","2025-02-27",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1535,991,5,"cancelled","monthly","2025-02-27","2025-09-12",59.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1536,991,2,"active","annual","2025-09-12",NULL,9.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1537,992,1,"active","monthly","2024-11-28",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1538,993,4,"active","monthly","2025-04-07",NULL,39.00,0.00,"2025-04-21",NULL,"2026-04-24 22:09:13.186774"
1539,994,5,"cancelled","monthly","2025-02-09","2025-05-15",50.15,15.00,"2025-02-23","Too expensive","2026-04-24 22:09:13.186774"
1540,994,2,"expired","monthly","2025-05-15","2025-10-24",12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1541,994,5,"active","monthly","2025-10-24",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1542,995,2,"cancelled","annual","2024-09-05","2025-04-25",10.00,0.00,"2024-09-19","Not using it","2026-04-24 22:09:13.186774"
1543,996,2,"paused","monthly","2023-11-26",NULL,12.00,0.00,"2023-12-10",NULL,"2026-04-24 22:09:13.186774"
1544,997,1,"cancelled","annual","2025-01-26","2025-10-25",0.00,10.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1545,998,2,"active","monthly","2024-02-14",NULL,12.00,0.00,"2024-02-28",NULL,"2026-04-24 22:09:13.186774"
1546,999,1,"active","monthly","2025-09-10",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1547,1000,1,"active","annual","2025-01-08",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1548,1001,1,"cancelled","annual","2025-07-29","2025-10-30",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1549,1001,4,"cancelled","monthly","2025-10-30","2025-09-18",39.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1550,1002,4,"expired","monthly","2024-10-16","2025-06-28",39.00,0.00,"2024-10-30","Missing features","2026-04-24 22:09:13.186774"
1551,1002,6,"cancelled","monthly","2025-06-28","2025-10-20",79.20,20.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1552,1002,4,"cancelled","monthly","2025-10-20","2025-10-12",31.20,20.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1553,1003,3,"active","monthly","2024-04-10",NULL,19.00,0.00,"2024-04-24",NULL,"2026-04-24 22:09:13.186774"
1554,1004,1,"cancelled","annual","2024-02-21","2024-08-25",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1555,1004,3,"expired","annual","2024-08-25","2025-05-04",15.83,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1556,1004,5,"active","monthly","2025-05-04",NULL,53.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1557,1005,6,"active","monthly","2025-01-07",NULL,99.00,0.00,"2025-01-21",NULL,"2026-04-24 22:09:13.186774"
1558,1006,4,"active","monthly","2024-06-20",NULL,39.00,0.00,"2024-07-04",NULL,"2026-04-24 22:09:13.186774"
1559,1007,2,"active","annual","2024-02-06",NULL,10.00,0.00,"2024-02-20",NULL,"2026-04-24 22:09:13.186774"
1560,1008,1,"active","monthly","2023-08-20",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1561,1009,2,"active","monthly","2023-03-17",NULL,10.20,15.00,"2023-03-31",NULL,"2026-04-24 22:09:13.186774"
1562,1010,1,"cancelled","monthly","2024-10-07","2025-09-09",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1563,1011,1,"active","annual","2025-06-11",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1564,1012,6,"expired","annual","2023-04-22","2023-09-22",82.50,0.00,"2023-05-06","Missing features","2026-04-24 22:09:13.186774"
1565,1012,4,"expired","monthly","2023-09-22","2023-12-22",39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1566,1012,5,"active","annual","2023-12-22",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1567,1013,5,"active","monthly","2023-09-01",NULL,59.00,0.00,"2023-09-15",NULL,"2026-04-24 22:09:13.186774"
1568,1014,1,"active","annual","2023-02-18",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1569,1015,3,"active","monthly","2024-01-20",NULL,19.00,0.00,"2024-02-03",NULL,"2026-04-24 22:09:13.186774"
1570,1016,2,"cancelled","annual","2024-05-27","2025-02-10",10.00,0.00,"2024-06-10",NULL,"2026-04-24 22:09:13.186774"
1571,1016,5,"active","monthly","2025-02-10",NULL,53.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1572,1017,1,"expired","monthly","2024-12-17","2025-08-29",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1573,1017,4,"cancelled","monthly","2025-08-29","2025-08-20",39.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1574,1018,6,"expired","annual","2024-09-08","2025-01-23",82.50,0.00,"2024-09-22","Switched competitor","2026-04-24 22:09:13.186774"
1575,1018,3,"expired","annual","2025-01-23","2025-08-28",12.67,20.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1576,1018,2,"active","annual","2025-08-28",NULL,10.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1577,1019,3,"active","annual","2025-02-20",NULL,15.83,0.00,"2025-03-06",NULL,"2026-04-24 22:09:13.186774"
1578,1020,1,"cancelled","monthly","2025-04-08","2025-09-30",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1579,1020,5,"active","annual","2025-09-30",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1580,1021,4,"active","monthly","2023-06-02",NULL,39.00,0.00,"2023-06-16",NULL,"2026-04-24 22:09:13.186774"
1581,1022,1,"active","annual","2024-06-10",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1582,1023,6,"active","monthly","2025-09-19",NULL,99.00,0.00,"2025-10-03",NULL,"2026-04-24 22:09:13.186774"
1583,1024,1,"active","annual","2023-02-21",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1584,1025,1,"expired","annual","2024-02-26","2024-12-25",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1585,1025,5,"active","annual","2024-12-25",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1586,1026,1,"cancelled","monthly","2023-09-27","2025-10-23",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1587,1027,2,"expired","monthly","2024-07-11","2025-06-25",12.00,0.00,"2024-07-25",NULL,"2026-04-24 22:09:13.186774"
1588,1027,6,"active","monthly","2025-06-25",NULL,74.25,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1589,1028,3,"active","annual","2024-11-14",NULL,15.83,0.00,"2024-11-28",NULL,"2026-04-24 22:09:13.186774"
1590,1029,5,"cancelled","monthly","2025-05-03","2025-06-19",59.00,0.00,"2025-05-17",NULL,"2026-04-24 22:09:13.186774"
1591,1030,3,"expired","annual","2025-02-15","2025-08-11",15.83,0.00,"2025-03-01","Not using it","2026-04-24 22:09:13.186774"
1592,1030,5,"active","annual","2025-08-11",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1593,1031,2,"active","monthly","2024-12-20",NULL,12.00,0.00,"2025-01-03",NULL,"2026-04-24 22:09:13.186774"
1594,1032,1,"active","monthly","2024-06-14",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1595,1033,4,"active","annual","2023-03-30",NULL,32.50,0.00,"2023-04-13",NULL,"2026-04-24 22:09:13.186774"
1596,1034,1,"cancelled","monthly","2024-08-07","2025-07-12",0.00,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1597,1035,2,"expired","monthly","2025-09-02","2025-11-02",12.00,0.00,"2025-09-16",NULL,"2026-04-24 22:09:13.186774"
1598,1035,6,"cancelled","annual","2025-11-02","2025-10-03",74.25,10.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1599,1036,5,"active","monthly","2024-10-03",NULL,59.00,0.00,"2024-10-17",NULL,"2026-04-24 22:09:13.186774"
1600,1037,3,"cancelled","annual","2024-11-03","2025-07-30",13.46,15.00,"2024-11-17","Company reorganization","2026-04-24 22:09:13.186774"
1601,1038,1,"active","annual","2023-06-07",NULL,0.00,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1602,1039,3,"active","monthly","2024-12-13",NULL,19.00,0.00,"2024-12-27",NULL,"2026-04-24 22:09:13.186774"
1603,1040,3,"active","monthly","2023-05-24",NULL,19.00,0.00,"2023-06-07",NULL,"2026-04-24 22:09:13.186774"
1604,1041,1,"active","monthly","2023-07-19",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1605,1042,3,"cancelled","annual","2023-08-15","2024-04-10",15.83,0.00,"2023-08-29","Too expensive","2026-04-24 22:09:13.186774"
1606,1042,4,"expired","monthly","2024-04-10","2024-12-20",39.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1607,1042,5,"active","monthly","2024-12-20",NULL,47.20,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1608,1043,1,"active","annual","2023-07-23",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1609,1044,2,"expired","monthly","2023-08-10","2024-07-22",12.00,0.00,"2023-08-24","Switched competitor","2026-04-24 22:09:13.186774"
1610,1044,1,"cancelled","monthly","2024-07-22","2025-04-17",0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1611,1044,3,"active","monthly","2025-04-17",NULL,19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1612,1045,2,"cancelled","annual","2023-12-29","2024-11-20",10.00,0.00,"2024-01-12","Missing features","2026-04-24 22:09:13.186774"
1613,1046,1,"active","monthly","2025-05-27",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
